,endtime,artistname,trackname,msplayed,duration,starttime,year,month,week,dayofweek,day,hour,minute,quarter
2065,2021-03-08 15:15:00.000,Hamza,Keke,180524,0 days 00:03:00.524000,2021-03-08 15:11:59.476,2021,3,10,0,8,15,15,1
2066,2021-03-08 15:18:00.000,Laylow,PLUG (feat. Jok'air),204946,0 days 00:03:24.946000,2021-03-08 15:14:35.054,2021,3,10,0,8,15,18,1
2067,2021-03-08 15:21:00.000,Damso,LIFE LIFE,160666,0 days 00:02:40.666000,2021-03-08 15:18:19.334,2021,3,10,0,8,15,21,1
2068,2021-03-08 15:24:00.000,Heuss L'enfoiré,Guccissima,198906,0 days 00:03:18.906000,2021-03-08 15:20:41.094,2021,3,10,0,8,15,24,1
2069,2021-03-08 15:31:00.000,13 Block,Babi,42178,0 days 00:00:42.178000,2021-03-08 15:30:17.822,2021,3,10,0,8,15,31,1
2070,2021-03-10 21:11:00.000,Booba,Dernière fois,11605,0 days 00:00:11.605000,2021-03-10 21:10:48.395,2021,3,10,2,10,21,11,1
2071,2021-03-10 21:11:00.000,Booba,GP,5674,0 days 00:00:05.674000,2021-03-10 21:10:54.326,2021,3,10,2,10,21,11,1
2072,2021-03-10 21:14:00.000,Booba,GP,106,0 days 00:00:00.106000,2021-03-10 21:13:59.894,2021,3,10,2,10,21,14,1
2073,2021-03-10 21:17:00.000,Booba,GP,151061,0 days 00:02:31.061000,2021-03-10 21:14:28.939,2021,3,10,2,10,21,17,1
2074,2021-03-10 21:20:00.000,Booba,Azerty,193297,0 days 00:03:13.297000,2021-03-10 21:16:46.703,2021,3,10,2,10,21,20,1
2075,2021-03-10 21:23:00.000,Booba,RST,164547,0 days 00:02:44.547000,2021-03-10 21:20:15.453,2021,3,10,2,10,21,23,1
2076,2021-03-10 21:26:00.000,Booba,Bonne journée,174605,0 days 00:02:54.605000,2021-03-10 21:23:05.395,2021,3,10,2,10,21,26,1
2077,2021-03-10 21:29:00.000,Booba,Mona Lisa,187362,0 days 00:03:07.362000,2021-03-10 21:25:52.638,2021,3,10,2,10,21,29,1
2078,2021-03-10 21:31:00.000,Booba,Je sais,126240,0 days 00:02:06.240000,2021-03-10 21:28:53.760,2021,3,10,2,10,21,31,1
2079,2021-03-10 21:34:00.000,Booba,5G,187784,0 days 00:03:07.784000,2021-03-10 21:30:52.216,2021,3,10,2,10,21,34,1
2080,2021-03-10 21:37:00.000,Booba,Vue sur la mer,193206,0 days 00:03:13.206000,2021-03-10 21:33:46.794,2021,3,10,2,10,21,37,1
2081,2021-03-10 21:40:00.000,Booba,L'olivier,161952,0 days 00:02:41.952000,2021-03-10 21:37:18.048,2021,3,10,2,10,21,40,1
2082,2021-03-10 21:43:00.000,Booba,VVV,175641,0 days 00:02:55.641000,2021-03-10 21:40:04.359,2021,3,10,2,10,21,43,1
2083,2021-03-10 21:46:00.000,Booba,31,192011,0 days 00:03:12.011000,2021-03-10 21:42:47.989,2021,3,10,2,10,21,46,1
2084,2021-03-10 21:49:00.000,Booba,Ultra,192687,0 days 00:03:12.687000,2021-03-10 21:45:47.313,2021,3,10,2,10,21,49,1
2085,2021-03-10 21:52:00.000,Booba,Grain de sable,180242,0 days 00:03:00.242000,2021-03-10 21:48:59.758,2021,3,10,2,10,21,52,1
2086,2021-03-10 21:56:00.000,Booba,Dernière fois,204911,0 days 00:03:24.911000,2021-03-10 21:52:35.089,2021,3,10,2,10,21,56,1
2087,2021-03-10 21:59:00.000,Booba,Azerty,193297,0 days 00:03:13.297000,2021-03-10 21:55:46.703,2021,3,10,2,10,21,59,1
2088,2021-03-10 22:02:00.000,Mister You,Millions d'€,168888,0 days 00:02:48.888000,2021-03-10 21:59:11.112,2021,3,10,2,10,22,2,1
2089,2021-03-10 22:05:00.000,Rim'K,Hood - feat. DA Uzi,210800,0 days 00:03:30.800000,2021-03-10 22:01:29.200,2021,3,10,2,10,22,5,1
2090,2021-03-10 22:08:00.000,S.Pri Noir,Mon Crew,192586,0 days 00:03:12.586000,2021-03-10 22:04:47.414,2021,3,10,2,10,22,8,1
2091,2021-03-10 22:11:00.000,Still Fresh,MÊME SCÉNARIO,150570,0 days 00:02:30.570000,2021-03-10 22:08:29.430,2021,3,10,2,10,22,11,1
2092,2021-03-10 22:14:00.000,Booba,Comme une étoile,180906,0 days 00:03:00.906000,2021-03-10 22:10:59.094,2021,3,10,2,10,22,14,1
2093,2021-03-10 22:17:00.000,Kaaris,1er coeur,205186,0 days 00:03:25.186000,2021-03-10 22:13:34.814,2021,3,10,2,10,22,17,1
2094,2021-03-10 22:20:00.000,Dosseh,Cardio,181408,0 days 00:03:01.408000,2021-03-10 22:16:58.592,2021,3,10,2,10,22,20,1
2095,2021-03-10 22:23:00.000,Rim'K,Confiance,145224,0 days 00:02:25.224000,2021-03-10 22:20:34.776,2021,3,10,2,10,22,23,1
2096,2021-03-10 22:26:00.000,Omah Lay,Godly,175215,0 days 00:02:55.215000,2021-03-10 22:23:04.785,2021,3,10,2,10,22,26,1
2097,2021-03-10 22:29:00.000,Rema,Ginger Me,205892,0 days 00:03:25.892000,2021-03-10 22:25:34.108,2021,3,10,2,10,22,29,1
2098,2021-03-10 22:32:00.000,Mr Eazi,Baby I'm Jealous,150000,0 days 00:02:30,2021-03-10 22:29:30.000,2021,3,10,2,10,22,32,1
2099,2021-03-10 22:35:00.000,Adekunle Gold,Pretty Girl,186782,0 days 00:03:06.782000,2021-03-10 22:31:53.218,2021,3,10,2,10,22,35,1
2100,2021-03-10 22:38:00.000,Chip,See Through,189029,0 days 00:03:09.029000,2021-03-10 22:34:50.971,2021,3,10,2,10,22,38,1
2101,2021-03-10 22:41:00.000,Aya Nakamura,Doudou,14579,0 days 00:00:14.579000,2021-03-10 22:40:45.421,2021,3,10,2,10,22,41,1
2102,2021-03-10 22:41:00.000,Omah Lay,Lo Lo,171730,0 days 00:02:51.730000,2021-03-10 22:38:08.270,2021,3,10,2,10,22,41,1
2103,2021-03-10 22:45:00.000,Sarz,MAD,238016,0 days 00:03:58.016000,2021-03-10 22:41:01.984,2021,3,10,2,10,22,45,1
2104,2021-03-10 22:48:00.000,Joeboy,Lonely,176000,0 days 00:02:56,2021-03-10 22:45:04.000,2021,3,10,2,10,22,48,1
2105,2021-03-10 22:51:00.000,WizKid,Ginger (feat. Burna Boy),196146,0 days 00:03:16.146000,2021-03-10 22:47:43.854,2021,3,10,2,10,22,51,1
2106,2021-03-10 22:55:00.000,Rema,Beamer (Bad Boys),195047,0 days 00:03:15.047000,2021-03-10 22:51:44.953,2021,3,10,2,10,22,55,1
2107,2021-03-10 22:57:00.000,Mr Eazi,The Don,168896,0 days 00:02:48.896000,2021-03-10 22:54:11.104,2021,3,10,2,10,22,57,1
2108,2021-03-10 23:01:00.000,Ir Sais,Dream Girl - Global Remix,212405,0 days 00:03:32.405000,2021-03-10 22:57:27.595,2021,3,10,2,10,23,1,1
2109,2021-03-10 23:04:00.000,DaVido,D & G (feat. Summer Walker),172500,0 days 00:02:52.500000,2021-03-10 23:01:07.500,2021,3,10,2,10,23,4,1
2110,2021-03-10 23:07:00.000,Rotimi,Love Somebody,167030,0 days 00:02:47.030000,2021-03-10 23:04:12.970,2021,3,10,2,10,23,7,1
2111,2021-03-10 23:10:00.000,WizKid,No Stress,202706,0 days 00:03:22.706000,2021-03-10 23:06:37.294,2021,3,10,2,10,23,10,1
2112,2021-03-10 23:12:00.000,KiDi,Say Cheese,145048,0 days 00:02:25.048000,2021-03-10 23:09:34.952,2021,3,10,2,10,23,12,1
2113,2021-03-10 23:14:00.000,Tiwa Savage,Koroba,87931,0 days 00:01:27.931000,2021-03-10 23:12:32.069,2021,3,10,2,10,23,14,1
2114,2021-03-10 23:17:00.000,Stefflon Don,Can't Let You Go,194627,0 days 00:03:14.627000,2021-03-10 23:13:45.373,2021,3,10,2,10,23,17,1
2115,2021-03-10 23:20:00.000,Nao,Antidote (feat. Adekunle Gold),202626,0 days 00:03:22.626000,2021-03-10 23:16:37.374,2021,3,10,2,10,23,20,1
2116,2021-03-10 23:23:00.000,Omah Lay,Damn (feat. 6lack),159338,0 days 00:02:39.338000,2021-03-10 23:20:20.662,2021,3,10,2,10,23,23,1
2117,2021-03-10 23:28:00.000,E Kelly,Oreke,182639,0 days 00:03:02.639000,2021-03-10 23:24:57.361,2021,3,10,2,10,23,28,1
2118,2021-03-10 23:31:00.000,Teyana Taylor,Killa (feat. DaVido),182666,0 days 00:03:02.666000,2021-03-10 23:27:57.334,2021,3,10,2,10,23,31,1
2119,2021-03-10 23:34:00.000,Mr Eazi,Lento,188910,0 days 00:03:08.910000,2021-03-10 23:30:51.090,2021,3,10,2,10,23,34,1
2120,2021-03-10 23:38:00.000,WizKid,Joro,262736,0 days 00:04:22.736000,2021-03-10 23:33:37.264,2021,3,10,2,10,23,38,1
2121,2021-03-10 23:42:00.000,DJ Tunez,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",213599,0 days 00:03:33.599000,2021-03-10 23:38:26.401,2021,3,10,2,10,23,42,1
2122,2021-03-10 23:45:00.000,Yung L,Eve Bounce - Remix,204631,0 days 00:03:24.631000,2021-03-10 23:41:35.369,2021,3,10,2,10,23,45,1
2123,2021-03-10 23:48:00.000,R2Bees,Yawa (feat. Sarkodie),182369,0 days 00:03:02.369000,2021-03-10 23:44:57.631,2021,3,10,2,10,23,48,1
2124,2021-03-10 23:51:00.000,Zubi,juju,162680,0 days 00:02:42.680000,2021-03-10 23:48:17.320,2021,3,10,2,10,23,51,1
2125,2021-03-10 23:54:00.000,Zoro,African Girl Bad,200816,0 days 00:03:20.816000,2021-03-10 23:50:39.184,2021,3,10,2,10,23,54,1
2126,2021-03-10 23:58:00.000,Angel,Blessings REMIX (feat. French Montana & Davido),225000,0 days 00:03:45,2021-03-10 23:54:15.000,2021,3,10,2,10,23,58,1
2127,2021-03-11 00:02:00.000,Burna Boy,Real Life (feat. Stormzy),197933,0 days 00:03:17.933000,2021-03-10 23:58:42.067,2021,3,10,3,11,0,2,1
2128,2021-03-11 00:05:00.000,Stefflon Don,Can't Let You Go - Remix,194856,0 days 00:03:14.856000,2021-03-11 00:01:45.144,2021,3,10,3,11,0,5,1
2129,2021-03-11 00:07:00.000,Kwesi Arthur,Baajo,160264,0 days 00:02:40.264000,2021-03-11 00:04:19.736,2021,3,10,3,11,0,7,1
2130,2021-03-11 00:11:00.000,SPINALL,Everytime,200400,0 days 00:03:20.400000,2021-03-11 00:07:39.600,2021,3,10,3,11,0,11,1
2131,2021-03-11 00:14:00.000,Rotimi,In My Bed,185461,0 days 00:03:05.461000,2021-03-11 00:10:54.539,2021,3,10,3,11,0,14,1
2132,2021-03-11 00:17:00.000,Oxlade,AWAY,164571,0 days 00:02:44.571000,2021-03-11 00:14:15.429,2021,3,10,3,11,0,17,1
2133,2021-03-11 00:20:00.000,Beyoncé,ALREADY,222529,0 days 00:03:42.529000,2021-03-11 00:16:17.471,2021,3,10,3,11,0,20,1
2134,2021-03-11 00:27:00.000,Frenna,Guestlist,234240,0 days 00:03:54.240000,2021-03-11 00:23:05.760,2021,3,10,3,11,0,27,1
2135,2021-03-11 00:30:00.000,DaVido,So Crazy (feat. Lil Baby),170000,0 days 00:02:50,2021-03-11 00:27:10.000,2021,3,10,3,11,0,30,1
2136,2021-03-11 00:35:00.000,Mr Eazi,E Be Mad,3260,0 days 00:00:03.260000,2021-03-11 00:34:56.740,2021,3,10,3,11,0,35,1
2137,2021-03-11 00:35:00.000,Fireboy DML,Tattoo,1330,0 days 00:00:01.330000,2021-03-11 00:34:58.670,2021,3,10,3,11,0,35,1
2138,2021-03-11 00:35:00.000,WurlD,Love Nobody,52687,0 days 00:00:52.687000,2021-03-11 00:34:07.313,2021,3,10,3,11,0,35,1
2139,2021-03-11 00:42:00.000,WurlD,Love Nobody,11840,0 days 00:00:11.840000,2021-03-11 00:41:48.160,2021,3,10,3,11,0,42,1
2140,2021-03-11 00:42:00.000,WurlD,Love Nobody,3560,0 days 00:00:03.560000,2021-03-11 00:41:56.440,2021,3,10,3,11,0,42,1
2141,2021-03-11 00:42:00.000,Burna Boy,Gum Body (feat. Jorja Smith),183910,0 days 00:03:03.910000,2021-03-11 00:38:56.090,2021,3,10,3,11,0,42,1
2142,2021-03-11 00:45:00.000,Fireboy DML,Tattoo,173052,0 days 00:02:53.052000,2021-03-11 00:42:06.948,2021,3,10,3,11,0,45,1
2143,2021-03-11 00:48:00.000,Mr Eazi,E Be Mad,174295,0 days 00:02:54.295000,2021-03-11 00:45:05.705,2021,3,10,3,11,0,48,1
2144,2021-03-11 00:52:00.000,Burna Boy,Gum Body (feat. Jorja Smith),195073,0 days 00:03:15.073000,2021-03-11 00:48:44.927,2021,3,10,3,11,0,52,1
2145,2021-03-11 00:55:00.000,Buju,Lenu - Remix,213266,0 days 00:03:33.266000,2021-03-11 00:51:26.734,2021,3,10,3,11,0,55,1
2146,2021-03-11 00:58:00.000,Nnabu,It Go Bad,195805,0 days 00:03:15.805000,2021-03-11 00:54:44.195,2021,3,10,3,11,0,58,1
2147,2021-03-11 01:02:00.000,Nandy,Number One,191893,0 days 00:03:11.893000,2021-03-11 00:58:48.107,2021,3,10,3,11,1,2,1
2148,2021-03-11 01:04:00.000,Fireboy DML,ELI,172191,0 days 00:02:52.191000,2021-03-11 01:01:07.809,2021,3,10,3,11,1,4,1
2149,2021-03-11 01:08:00.000,Teni,FOR YOU,188411,0 days 00:03:08.411000,2021-03-11 01:04:51.589,2021,3,10,3,11,1,8,1
2150,2021-03-11 01:09:00.000,WurlD,CHOP N PRAY,72819,0 days 00:01:12.819000,2021-03-11 01:07:47.181,2021,3,10,3,11,1,9,1
2151,2021-03-12 09:48:00.000,Smallgod,Marry Me,41865,0 days 00:00:41.865000,2021-03-12 09:47:18.135,2021,3,10,4,12,9,48,1
2152,2021-03-12 09:48:00.000,Booba,Grain de sable,1950,0 days 00:00:01.950000,2021-03-12 09:47:58.050,2021,3,10,4,12,9,48,1
2153,2021-03-12 09:51:00.000,Booba,Azerty,193297,0 days 00:03:13.297000,2021-03-12 09:47:46.703,2021,3,10,4,12,9,51,1
2154,2021-03-12 09:53:00.000,Booba,RST,126673,0 days 00:02:06.673000,2021-03-12 09:50:53.327,2021,3,10,4,12,9,53,1
2155,2021-03-12 09:55:00.000,Booba,RST,37888,0 days 00:00:37.888000,2021-03-12 09:54:22.112,2021,3,10,4,12,9,55,1
2156,2021-03-12 09:58:00.000,Booba,Bonne journée,174605,0 days 00:02:54.605000,2021-03-12 09:55:05.395,2021,3,10,4,12,9,58,1
2157,2021-03-12 10:01:00.000,Booba,Mona Lisa,187362,0 days 00:03:07.362000,2021-03-12 09:57:52.638,2021,3,10,4,12,10,1,1
2158,2021-03-12 10:03:00.000,Booba,Je sais,126240,0 days 00:02:06.240000,2021-03-12 10:00:53.760,2021,3,10,4,12,10,3,1
2159,2021-03-12 10:08:00.000,Booba,5G,187784,0 days 00:03:07.784000,2021-03-12 10:04:52.216,2021,3,10,4,12,10,8,1
2160,2021-03-12 10:11:00.000,Booba,Vue sur la mer,193206,0 days 00:03:13.206000,2021-03-12 10:07:46.794,2021,3,10,4,12,10,11,1
2161,2021-03-12 10:14:00.000,Booba,L'olivier,161952,0 days 00:02:41.952000,2021-03-12 10:11:18.048,2021,3,10,4,12,10,14,1
2162,2021-03-12 10:17:00.000,Booba,VVV,175641,0 days 00:02:55.641000,2021-03-12 10:14:04.359,2021,3,10,4,12,10,17,1
2163,2021-03-12 10:22:00.000,Booba,31,192011,0 days 00:03:12.011000,2021-03-12 10:18:47.989,2021,3,10,4,12,10,22,1
2164,2021-03-12 10:25:00.000,Booba,Ultra,167025,0 days 00:02:47.025000,2021-03-12 10:22:12.975,2021,3,10,4,12,10,25,1
2165,2021-03-12 10:28:00.000,Booba,Grain de sable,180242,0 days 00:03:00.242000,2021-03-12 10:24:59.758,2021,3,10,4,12,10,28,1
2166,2021-03-12 10:31:00.000,Booba,Dernière fois,204911,0 days 00:03:24.911000,2021-03-12 10:27:35.089,2021,3,10,4,12,10,31,1
2167,2021-03-12 10:34:00.000,Booba,Azerty,193297,0 days 00:03:13.297000,2021-03-12 10:30:46.703,2021,3,10,4,12,10,34,1
2168,2021-03-12 10:43:00.000,Mister You,La fragrance,209075,0 days 00:03:29.075000,2021-03-12 10:39:30.925,2021,3,10,4,12,10,43,1
2169,2021-03-12 10:45:00.000,Dosseh,Famiglia è Grande,165931,0 days 00:02:45.931000,2021-03-12 10:42:14.069,2021,3,10,4,12,10,45,1
2170,2021-03-12 10:49:00.000,Kaaris,1er coeur,205186,0 days 00:03:25.186000,2021-03-12 10:45:34.814,2021,3,10,4,12,10,49,1
2171,2021-03-12 10:52:00.000,Rim'K,Turbo,196686,0 days 00:03:16.686000,2021-03-12 10:48:43.314,2021,3,10,4,12,10,52,1
2172,2021-03-12 10:54:00.000,Booba,RATPI WORLD,135594,0 days 00:02:15.594000,2021-03-12 10:51:44.406,2021,3,10,4,12,10,54,1
2173,2021-03-12 14:17:00.000,DHT,Listen to Your Heart - Edmée's Unplugged Vocal,272813,0 days 00:04:32.813000,2021-03-12 14:12:27.187,2021,3,10,4,12,14,17,1
2174,2021-03-12 14:18:00.000,DHT,I Go Crazy,105874,0 days 00:01:45.874000,2021-03-12 14:16:14.126,2021,3,10,4,12,14,18,1
2175,2021-03-12 14:23:00.000,DHT,Listen to Your Heart - Edmée's Unplugged Vocal,272813,0 days 00:04:32.813000,2021-03-12 14:18:27.187,2021,3,10,4,12,14,23,1
2176,2021-03-12 14:27:00.000,DHT,I Go Crazy,224160,0 days 00:03:44.160000,2021-03-12 14:23:15.840,2021,3,10,4,12,14,27,1
2177,2021-03-12 14:27:00.000,DHT,At Seventeen,49373,0 days 00:00:49.373000,2021-03-12 14:26:10.627,2021,3,10,4,12,14,27,1
2178,2021-03-12 14:28:00.000,DHT,Listen to Your Heart - Edmée's Unplugged Vocal,22591,0 days 00:00:22.591000,2021-03-12 14:27:37.409,2021,3,10,4,12,14,28,1
2179,2021-03-12 14:32:00.000,DHT,Listen to Your Heart - Edmée's Unplugged Vocal,272813,0 days 00:04:32.813000,2021-03-12 14:27:27.187,2021,3,10,4,12,14,32,1
2180,2021-03-12 14:36:00.000,DHT,I Go Crazy,222717,0 days 00:03:42.717000,2021-03-12 14:32:17.283,2021,3,10,4,12,14,36,1
2181,2021-03-12 14:40:00.000,Beyoncé,"Listen (From the Motion Picture ""Dreamgirls"")",217786,0 days 00:03:37.786000,2021-03-12 14:36:22.214,2021,3,10,4,12,14,40,1
2182,2021-03-12 14:41:00.000,Chaka Khan,Ain't Nobody,83196,0 days 00:01:23.196000,2021-03-12 14:39:36.804,2021,3,10,4,12,14,41,1
2183,2021-03-12 14:42:00.000,Fleetwood Mac,Dreams - 2004 Remaster,43071,0 days 00:00:43.071000,2021-03-12 14:41:16.929,2021,3,10,4,12,14,42,1
2184,2021-03-12 14:45:00.000,Rihanna,FourFiveSeconds,0,0 days 00:00:00,2021-03-12 14:45:00.000,2021,3,10,4,12,14,45,1
2185,2021-03-12 14:45:00.000,Rihanna,FourFiveSeconds,188238,0 days 00:03:08.238000,2021-03-12 14:41:51.762,2021,3,10,4,12,14,45,1
2186,2021-03-12 14:48:00.000,Corinne Bailey Rae,Put Your Records On,2289,0 days 00:00:02.289000,2021-03-12 14:47:57.711,2021,3,10,4,12,14,48,1
2187,2021-03-12 14:48:00.000,Damso,911,172293,0 days 00:02:52.293000,2021-03-12 14:45:07.707,2021,3,10,4,12,14,48,1
2188,2021-03-12 14:58:00.000,,6 - Connexions intimes (Intimate connections) / David Burns - Comment vaincre la solitude affective - Comment surmonter la solitude amoureuse - Comment avoir des relations saines et durables,623692,0 days 00:10:23.692000,2021-03-12 14:47:36.308,2021,3,10,4,12,14,58,1
2189,2021-03-12 14:59:00.000,Bill Withers,Lovely Day,63616,0 days 00:01:03.616000,2021-03-12 14:57:56.384,2021,3,10,4,12,14,59,1
2190,2021-03-12 15:07:00.000,,11 - La liberté : le courage d'être soi-même / Osho - Comment avoir plus de liberté - 3 étapes à la liberté TOTALE - Comment vivre librement - Qu'est-ce qu'être libre d'esprit - Liberté en philosophie,466546,0 days 00:07:46.546000,2021-03-12 14:59:13.454,2021,3,10,4,12,15,7,1
2191,2021-03-12 15:08:00.000,Natalie Cole,This Will Be (An Everlasting Love),25130,0 days 00:00:25.130000,2021-03-12 15:07:34.870,2021,3,10,4,12,15,8,1
2192,2021-03-12 15:21:00.000,,16 - Personnalité / Daniel Nettle - Pourquoi nous sommes qui nous sommes - Peut-on changer de personnalité - Le modèle de Big five,836153,0 days 00:13:56.153000,2021-03-12 15:07:03.847,2021,3,10,4,12,15,21,1
2193,2021-03-12 15:22:00.000,Diplomats of Solid Sound,Soul Connection,11562,0 days 00:00:11.562000,2021-03-12 15:21:48.438,2021,3,10,4,12,15,22,1
2194,2021-03-12 15:30:00.000,,13 - A l'épreuve du non / Jia Jiang - Comment surmonter la peur du rejet avec thérapie du rejet - comment vaincre la peur du rejet - comment gérer la peur du rejet - comment affronter la peur du rejet,520698,0 days 00:08:40.698000,2021-03-12 15:21:19.302,2021,3,10,4,12,15,30,1
2195,2021-03-12 15:31:00.000,Jr. Walker & The All Stars,How Sweet It Is (To Be Loved By You),24746,0 days 00:00:24.746000,2021-03-12 15:30:35.254,2021,3,10,4,12,15,31,1
2196,2021-03-12 15:36:00.000,,12 - Petit livre sur l'ombre humaine / Robert Bly - Comment découvrir et accueillir sa part d'ombre - Comment connaître et accepter sa part d'ombre - Part d'ombre de votre personnalité,307905,0 days 00:05:07.905000,2021-03-12 15:30:52.095,2021,3,10,4,12,15,36,1
2197,2021-03-12 15:36:00.000,The Staple Singers,I'll Take You There,16021,0 days 00:00:16.021000,2021-03-12 15:35:43.979,2021,3,10,4,12,15,36,1
2198,2021-03-12 15:37:00.000,,11 - La liberté : le courage d'être soi-même / Osho - Comment avoir plus de liberté - 3 étapes à la liberté TOTALE - Comment vivre librement - Qu'est-ce qu'être libre d'esprit - Liberté en philosophie,35562,0 days 00:00:35.562000,2021-03-12 15:36:24.438,2021,3,10,4,12,15,37,1
2199,2021-03-12 15:42:00.000,,10 - L'homme le plus riche de Babylone / George Samuel Clason - Comment devenir riche en partant de rien - Comment reconnaître les opportunités d'investissement - Faut-il acheter ou louer,332016,0 days 00:05:32.016000,2021-03-12 15:36:27.984,2021,3,10,4,12,15,42,1
2200,2021-03-12 15:43:00.000,Fontella Bass,Rescue Me,7701,0 days 00:00:07.701000,2021-03-12 15:42:52.299,2021,3,10,4,12,15,43,1
2201,2021-03-12 15:49:00.000,,9 - Il n'y a rien qui cloche chez toi (There is nothing wrong with you) - Comment s'accepter tel qu'on est - Apprendre à s'aimer et se respecter - Comment s'accepter et s'aimer pleinement,415444,0 days 00:06:55.444000,2021-03-12 15:42:04.556,2021,3,10,4,12,15,49,1
2202,2021-03-12 15:50:00.000,Aretha Franklin,Think,4949,0 days 00:00:04.949000,2021-03-12 15:49:55.051,2021,3,10,4,12,15,50,1
2203,2021-03-12 19:04:00.000,Sadek,Aller-retour,5269,0 days 00:00:05.269000,2021-03-12 19:03:54.731,2021,3,10,4,12,19,4,1
2204,2021-03-12 19:07:00.000,Omah Lay,Lo Lo,171730,0 days 00:02:51.730000,2021-03-12 19:04:08.270,2021,3,10,4,12,19,7,1
2205,2021-03-12 19:10:00.000,Smallgod,Marry Me,173999,0 days 00:02:53.999000,2021-03-12 19:07:06.001,2021,3,10,4,12,19,10,1
2206,2021-03-12 19:12:00.000,Aya Nakamura,Doudou,154646,0 days 00:02:34.646000,2021-03-12 19:09:25.354,2021,3,10,4,12,19,12,1
2207,2021-03-12 19:15:00.000,Mr Eazi,Baby I'm Jealous,150000,0 days 00:02:30,2021-03-12 19:12:30.000,2021,3,10,4,12,19,15,1
2208,2021-03-12 19:18:00.000,Chip,See Through,189029,0 days 00:03:09.029000,2021-03-12 19:14:50.971,2021,3,10,4,12,19,18,1
2209,2021-03-12 19:19:00.000,Rema,Ginger Me,57858,0 days 00:00:57.858000,2021-03-12 19:18:02.142,2021,3,10,4,12,19,19,1
2210,2021-03-13 11:52:00.000,Damso,911,172293,0 days 00:02:52.293000,2021-03-13 11:49:07.707,2021,3,10,5,13,11,52,1
2211,2021-03-13 11:54:00.000,Damso,911,172293,0 days 00:02:52.293000,2021-03-13 11:51:07.707,2021,3,10,5,13,11,54,1
2212,2021-03-13 11:57:00.000,Damso,911,172293,0 days 00:02:52.293000,2021-03-13 11:54:07.707,2021,3,10,5,13,11,57,1
2213,2021-03-13 12:00:00.000,Damso,911,172293,0 days 00:02:52.293000,2021-03-13 11:57:07.707,2021,3,10,5,13,12,0,1
2214,2021-03-13 12:03:00.000,Damso,911,172293,0 days 00:02:52.293000,2021-03-13 12:00:07.707,2021,3,10,5,13,12,3,1
2215,2021-03-13 12:06:00.000,Damso,911,172293,0 days 00:02:52.293000,2021-03-13 12:03:07.707,2021,3,10,5,13,12,6,1
2216,2021-03-13 12:12:00.000,Damso,911,67432,0 days 00:01:07.432000,2021-03-13 12:10:52.568,2021,3,10,5,13,12,12,1
2217,2021-03-13 13:06:00.000,Booba,VVV,0,0 days 00:00:00,2021-03-13 13:06:00.000,2021,3,10,5,13,13,6,1
2218,2021-03-13 13:07:00.000,Booba,GP,23488,0 days 00:00:23.488000,2021-03-13 13:06:36.512,2021,3,10,5,13,13,7,1
2219,2021-03-13 13:08:00.000,Booba,Azerty,104576,0 days 00:01:44.576000,2021-03-13 13:06:15.424,2021,3,10,5,13,13,8,1
2220,2021-03-13 13:16:00.000,Booba,Dernière fois,397318,0 days 00:06:37.318000,2021-03-13 13:09:22.682,2021,3,10,5,13,13,16,1
2221,2021-03-14 17:06:00.000,Omah Lay,Lo Lo,171730,0 days 00:02:51.730000,2021-03-14 17:03:08.270,2021,3,10,6,14,17,6,1
2222,2021-03-14 17:07:00.000,Smallgod,Marry Me,29818,0 days 00:00:29.818000,2021-03-14 17:06:30.182,2021,3,10,6,14,17,7,1
2223,2021-03-14 17:09:00.000,Mr Eazi,Baby I'm Jealous,150000,0 days 00:02:30,2021-03-14 17:06:30.000,2021,3,10,6,14,17,9,1
2224,2021-03-14 17:11:00.000,Aya Nakamura,Doudou,96966,0 days 00:01:36.966000,2021-03-14 17:09:23.034,2021,3,10,6,14,17,11,1
2225,2021-03-14 17:14:00.000,Chip,See Through,189029,0 days 00:03:09.029000,2021-03-14 17:10:50.971,2021,3,10,6,14,17,14,1
2226,2021-03-14 17:15:00.000,Joeboy,Lonely,58833,0 days 00:00:58.833000,2021-03-14 17:14:01.167,2021,3,10,6,14,17,15,1
2227,2021-03-14 17:18:00.000,Omah Lay,Godly,175215,0 days 00:02:55.215000,2021-03-14 17:15:04.785,2021,3,10,6,14,17,18,1
2228,2021-03-14 17:19:00.000,Mr Eazi,The Don,1258,0 days 00:00:01.258000,2021-03-14 17:18:58.742,2021,3,10,6,14,17,19,1
2229,2021-03-14 17:19:00.000,Adekunle Gold,Pretty Girl,2453,0 days 00:00:02.453000,2021-03-14 17:18:57.547,2021,3,10,6,14,17,19,1
2230,2021-03-14 17:19:00.000,Smallgod,Marry Me,917,0 days 00:00:00.917000,2021-03-14 17:18:59.083,2021,3,10,6,14,17,19,1
2231,2021-03-14 17:19:00.000,WizKid,Ginger (feat. Burna Boy),2666,0 days 00:00:02.666000,2021-03-14 17:18:57.334,2021,3,10,6,14,17,19,1
2232,2021-03-14 17:19:00.000,Sarz,MAD,29084,0 days 00:00:29.084000,2021-03-14 17:18:30.916,2021,3,10,6,14,17,19,1
2233,2021-03-14 17:20:00.000,Mr Eazi,The Don,8256,0 days 00:00:08.256000,2021-03-14 17:19:51.744,2021,3,10,6,14,17,20,1
